Model,Threshold,Accuracy,Balanced_Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC,Specificity,TN,FP,FN,TP
Tuned Random Forest,0.38,0.968,0.9821428571428572,0.7647058823529411,1.0,0.8666666666666667,1.0,0.9999999999999998,0.9642857142857143,108,4,0,13
